"createdAt","id","text","displayTextRangeStart","displayTextRangeEnd","source","isTruncated","inReplyToStatusId","inReplyToUserId","isFavorited","isRetweeted","favoriteCount","place__name","place__countryCode","place__id","place__country","place__placeType","place__url","place__fullName","place__boundingBoxType","place__boundingBoxCoordinates__latitude","place__boundingBoxCoordinates__longitude","inReplyToScreenName","retweetCount","isPossiblySensitive","lang","userMentionEntities__name","userMentionEntities__screenName","userMentionEntities__id","userMentionEntities__start","userMentionEntities__end","urlEntities__url","urlEntities__expandedURL","urlEntities__displayURL","urlEntities__start","urlEntities__end","mediaEntities__id","mediaEntities__url","mediaEntities__mediaURL","mediaEntities__mediaURLHttps","mediaEntities__expandedURL","mediaEntities__displayURL","mediaEntities__sizes__|","mediaEntities__sizes__|__width","mediaEntities__sizes__|__height","mediaEntities__sizes__|__resize","mediaEntities__type","mediaEntities__videoAspectRatioWidth","mediaEntities__videoAspectRatioHeight","mediaEntities__videoDurationMillis","mediaEntities__start","mediaEntities__end","hashtagEntities__text","hashtagEntities__start","hashtagEntities__end","currentUserRetweetId","user__id","user__name","user__screenName","user__location","user__description","user__descriptionURLEntities__url","user__descriptionURLEntities__expandedURL","user__descriptionURLEntities__displayURL","user__descriptionURLEntities__start","user__descriptionURLEntities__end","user__urlEntity__url","user__urlEntity__expandedURL","user__urlEntity__displayURL","user__urlEntity__start","user__urlEntity__end","user__isContributorsEnabled","user__profileImageUrl","user__profileImageUrlHttps","user__isDefaultProfileImage","user__url","user__isProtected","user__followersCount","user__profileBackgroundColor","user__profileTextColor","user__profileLinkColor","user__profileSidebarFillColor","user__profileSidebarBorderColor","user__profileUseBackgroundImage","user__isDefaultProfile","user__showAllInlineMedia","user__friendsCount","user__createdAt","user__favouritesCount","user__utcOffset","user__profileBackgroundImageUrl","user__profileBackgroundImageUrlHttps","user__profileBannerImageUrl","user__profileBackgroundTiled","user__lang","user__statusesCount","user__isGeoEnabled","user__isVerified","user__translator","user__listedCount","user__isFollowRequestSent","quotedStatusId"
"Oct 26, 2018 8:19:14 AM","1055795988538015749","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation\nhttps://t.co/O02uGceopE","-1","-1","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","False","-1","-1","False","False","1","","","","","","","","","","","","1","False","en","","","","","","https://t.co/O02uGceopE","http://zpr.io/62sEF","zpr.io/62sEF","87","110","","","","","","","","","","","","","","","","","","","","-1","811242724145958913","All News 24/7","all_newsonline1","","Follow us to keep up with the latest news 24/7! Make sure to tell the world about our account thats dedicated to delivering breaking news","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/811251050716004352/I8BfZXTc_normal.jpg","https://pbs.twimg.com/profile_images/811251050716004352/I8BfZXTc_normal.jpg","False","","False","1031","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","650","Dec 20, 2016 11:11:52 AM","55","-1","","","","False","en","278423","False","False","False","30","False","-1"
"Oct 26, 2018 8:18:58 AM","1055795922678951936","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/KdlRfcFg1B https://t.co/DPvoVrAUkW","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/KdlRfcFg1B","http://dlvr.it/QpZSn4","dlvr.it/QpZSn4","87","110","1055795920644624384","https://t.co/DPvoVrAUkW","http://pbs.twimg.com/media/Dqbwy8VUUAAfu1G.jpg","https://pbs.twimg.com/media/Dqbwy8VUUAAfu1G.jpg","https://twitter.com/EvangelinaZat5/status/1055795922678951936/photo/1","pic.twitter.com/DPvoVrAUkW","0","150","150","101","photo","0","0","0","111","134","","","","-1","949228432889733120","Evangelina","EvangelinaZat5","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/956051322649874432/mSQDnV7F_normal.jpg","https://pbs.twimg.com/profile_images/956051322649874432/mSQDnV7F_normal.jpg","False","","False","62","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","86","Jan 5, 2018 5:37:49 AM","5","-1","","","","False","zh-cn","1149","False","False","False","0","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:07:06 AM","1055792936900792321","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/vP0QtZeyzi","-1","-1","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/vP0QtZeyzi","https://cnn.it/2qedxrq","cnn.it/2qedxrq","87","110","","","","","","","","","","","","","","","","","","","","-1","1526222846","AllNewsNetworks","Allnewsnetworks","","We run and operate the website at http://t.co/rnGJ8MAyy0.  We simply post the news.","http://t.co/rnGJ8MAyy0","http://www.allnewsnetworks.com","allnewsnetworks.com","34","56","http://t.co/cJtmHwCA5g","http://www.allnewsnetworks.com","allnewsnetworks.com","0","22","False","http://pbs.twimg.com/profile_images/498191598543310848/V2ppM0jW_normal.jpeg","https://pbs.twimg.com/profile_images/498191598543310848/V2ppM0jW_normal.jpeg","False","http://t.co/cJtmHwCA5g","False","970","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","318","Jun 17, 2013 7:55:03 PM","1405","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","132934","False","False","False","20","False","-1"
"Oct 26, 2018 8:05:09 AM","1055792445525516288","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/I00MPr3O97","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/I00MPr3O97","http://dlvr.it/QpZPLG","dlvr.it/QpZPLG","87","110","","","","","","","","","","","","","","","","","","","","-1","14704624","Christian S. Hensch","seagull07","I am living in Zurich (Switzer","My name is Christian Silvan  Hensch. I like to make business and different sport.","","","","","","http://t.co/9mTr8CiEdG","http://www.swissnetinc.org","swissnetinc.org","0","22","False","http://pbs.twimg.com/profile_images/57370893/mein_portrait_normal.jpg","https://pbs.twimg.com/profile_images/57370893/mein_portrait_normal.jpg","False","http://t.co/9mTr8CiEdG","False","1476","FFFFFF","4E3CDC","A100FF","969695","5D5959","False","False","False","1800","May 8, 2008 3:32:59 PM","1","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","True","en","189138","False","False","False","44","False","-1"
"Oct 26, 2018 8:05:08 AM","1055792443436736513","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/xgrQ3HO7RF","-1","-1","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/xgrQ3HO7RF","http://dlvr.it/QpZPKR","dlvr.it/QpZPKR","87","110","","","","","","","","","","","","","","","","","","","","-1","1878462302","African Peace","AfricanPeacemag","Africa","Peace, Freedom, Development!","","","","","","http://t.co/Yc8yM55SyZ","http://www.africanpeacemag.org","africanpeacemag.org","0","22","False","http://pbs.twimg.com/profile_images/863838212275490817/V2U6Nc63_normal.jpg","https://pbs.twimg.com/profile_images/863838212275490817/V2U6Nc63_normal.jpg","False","http://t.co/Yc8yM55SyZ","False","152","ACDED6","333333","038543","F6F6F6","EEEEEE","True","False","False","676","Sep 18, 2013 3:23:17 AM","16","-1","http://abs.twimg.com/images/themes/theme18/bg.gif","https://abs.twimg.com/images/themes/theme18/bg.gif","https://pbs.twimg.com/profile_banners/1878462302/1494789970","False","en-gb","6654","False","False","False","1","False","-1"
"Oct 26, 2018 8:04:08 AM","1055792190511665152","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/hmLIK4nLya https://t.co/qBByxe259h","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/hmLIK4nLya","http://dlvr.it/QpZPCS","dlvr.it/QpZPCS","87","110","1055792187688906753","https://t.co/qBByxe259h","http://pbs.twimg.com/media/DqbtZp_UcAEBs9w.jpg","https://pbs.twimg.com/media/DqbtZp_UcAEBs9w.jpg","https://twitter.com/brianhurley/status/1055792190511665152/photo/1","pic.twitter.com/qBByxe259h","0","150","150","101","photo","0","0","0","111","134","","","","-1","15043065","Brian Hurley","brianhurley","Canada","Information on tech, business, organizations.","","","","","","http://t.co/ppWupcBEBo","http://www.purplejunction.com","purplejunction.com","0","22","False","http://pbs.twimg.com/profile_images/495758779/chibi_brian300_normal.png","https://pbs.twimg.com/profile_images/495758779/chibi_brian300_normal.png","False","http://t.co/ppWupcBEBo","False","50862","C6E2EE","663B12","1F98C7","DAECF4","C6E2EE","True","False","False","49316","Jun 7, 2008 8:57:10 PM","7","-1","http://abs.twimg.com/images/themes/theme2/bg.gif","https://abs.twimg.com/images/themes/theme2/bg.gif","https://pbs.twimg.com/profile_banners/15043065/1398370643","False","en","80334","False","False","False","961","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:04:07 AM","1055792184455090176","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/oe0js1CiRs https://t.co/5skd34xjNT","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/oe0js1CiRs","http://dlvr.it/QpZPB6","dlvr.it/QpZPB6","87","110","1055792181330362368","https://t.co/5skd34xjNT","http://pbs.twimg.com/media/DqbtZSTUwAAMYK-.jpg","https://pbs.twimg.com/media/DqbtZSTUwAAMYK-.jpg","https://twitter.com/NewsRadio_1440/status/1055792184455090176/photo/1","pic.twitter.com/5skd34xjNT","0","150","150","101","photo","0","0","0","111","134","","","","-1","790969278837161984","NewsRadio1440","NewsRadio_1440","Montgomery, AL","Depend On It. Decisions with Kevin Elkins - 6-9a. Tactics with Caleb Colquitt - 9a-11a. Rush Limbaugh - 11a-2p. Savage Nation - 2p-5p","","","","","","https://t.co/LlTDHGDake","http://www.newsradio1440.com/","newsradio1440.com","0","23","False","http://pbs.twimg.com/profile_images/790971439339991041/57zuYhP__normal.jpg","https://pbs.twimg.com/profile_images/790971439339991041/57zuYhP__normal.jpg","False","https://t.co/LlTDHGDake","False","79","000000","000000","E81C4F","000000","000000","False","False","False","0","Oct 25, 2016 1:32:26 PM","7","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/790969278837161984/1477417281","False","en","79579","False","False","False","4","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:04:06 AM","1055792183045873665","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation: The judge overseeing the Ne… https://t.co/3q3nCfmg9Z","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","True","en","","","","","","https://t.co/3q3nCfmg9Z","https://twitter.com/i/web/status/1055792183045873665","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","134707344","BNNXX","banihafidz34","Silicon Valley, CA","Even you know about me, Trust me. Im not yours. No system is failed. No data is safe #SarkasmIdealism #bnnxxdigitaldesign artwork IG : @admin254_","","","","","","https://t.co/iGMIwZeulZ","http://www.banihafidzdzuhri.wordpress.com","banihafidzdzuhri.wordpress.com","0","23","False","http://pbs.twimg.com/profile_images/802365063155707904/rFC76ixt_normal.jpg","https://pbs.twimg.com/profile_images/802365063155707904/rFC76ixt_normal.jpg","False","https://t.co/iGMIwZeulZ","False","922","0598FA","2B0C13","F50505","C8EDFF","000000","True","False","False","607","Apr 19, 2010 2:28:48 AM","38","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/134707344/1492355948","True","id","177690","True","False","False","117","False","-1"
"Oct 26, 2018 8:04:05 AM","1055792179526815746","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/DrlTrAVMMP","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/DrlTrAVMMP","http://dlvr.it/QpZP9w","dlvr.it/QpZP9w","87","110","","","","","","","","","","","","","","","","","","","","-1","14770715","swissbusiness","swissbusiness","Zurich","The Swiss Business Club is connecting business people","","","","","","https://t.co/8MknpSeuEI","https://www.facebook.com/SwissBusinessClub","facebook.com/SwissBusinessC…","0","23","False","http://pbs.twimg.com/profile_images/54168182/index.html_normal.jpg","https://pbs.twimg.com/profile_images/54168182/index.html_normal.jpg","False","https://t.co/8MknpSeuEI","False","97462","72E2E9","000000","0000FF","E0FF92","87BC44","True","False","False","101091","May 14, 2008 4:12:16 AM","4948","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/14770715/1425996233","False","en","329944","True","False","False","1688","False","-1"
"Oct 26, 2018 8:04:02 AM","1055792165257760770","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/2j9s6B0teR https://t.co/XwrNPZHtOo","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/2j9s6B0teR","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html?utm_source=dlvr.it&utm_medium=twitter","cnn.com/2018/10/25/pol…","87","110","1055792162405666816","https://t.co/XwrNPZHtOo","http://pbs.twimg.com/media/DqbtYLzU0AAjMD-.jpg","https://pbs.twimg.com/media/DqbtYLzU0AAjMD-.jpg","https://twitter.com/IntoPoliticsUSA/status/1055792165257760770/photo/1","pic.twitter.com/XwrNPZHtOo","0","150","150","101","photo","0","0","0","111","134","","","","-1","754710242491969536","PoliticsUSA","IntoPoliticsUSA","United States America","This is an account with the most important politics news","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/946528368060547072/M6mPj1BV_normal.jpg","https://pbs.twimg.com/profile_images/946528368060547072/M6mPj1BV_normal.jpg","False","","False","11","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","13","Jul 17, 2016 12:11:58 PM","0","-1","","","https://pbs.twimg.com/profile_banners/754710242491969536/1514504955","False","es","2983","False","False","False","0","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:03:51 AM","1055792118050971651","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/Vk06Bxwhvw","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/Vk06Bxwhvw","http://dlvr.it/QpZNsV","dlvr.it/QpZNsV","87","110","","","","","","","","","","","","","","","","","","","","-1","351039315","Mr_polo","macheochoco","Nigeria","Live and let live","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1051211268495937537/mQYyL2NC_normal.jpg","https://pbs.twimg.com/profile_images/1051211268495937537/mQYyL2NC_normal.jpg","False","","False","311","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","212","Aug 8, 2011 2:04:55 PM","182","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/351039315/1539463580","False","en","530016","False","False","False","76","False","-1"
"Oct 26, 2018 8:03:36 AM","1055792057061502976","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/DMFnbE7vMg https://t.co/auopSqZhST","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/DMFnbE7vMg","http://dlvr.it/QpZNq8","dlvr.it/QpZNq8","87","110","1055792054918213632","https://t.co/auopSqZhST","http://pbs.twimg.com/media/DqbtR7YUcAAWk0n.jpg","https://pbs.twimg.com/media/DqbtR7YUcAAWk0n.jpg","https://twitter.com/PlaceIncredible/status/1055792057061502976/photo/1","pic.twitter.com/auopSqZhST","0","150","150","101","photo","0","0","0","111","134","","","","-1","1003594507445661696","Incredible Place","PlaceIncredible","","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1003595684887400448/UTwgHn_C_normal.jpg","https://pbs.twimg.com/profile_images/1003595684887400448/UTwgHn_C_normal.jpg","False","","False","5","000000","000000","E81C4F","000000","000000","False","False","False","2","Jun 4, 2018 7:09:11 AM","42","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/1003594507445661696/1528110923","False","en","1286","False","False","False","0","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:03:32 AM","1055792037667041282","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation https://t.co/gJGplW8xWS https://t.co/G6AzCaSxhC","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/gJGplW8xWS","http://dlvr.it/QpZNpj","dlvr.it/QpZNpj","87","110","1055792035746111488","https://t.co/G6AzCaSxhC","http://pbs.twimg.com/media/DqbtQz9VYAArBO4.jpg","https://pbs.twimg.com/media/DqbtQz9VYAArBO4.jpg","https://twitter.com/AfricanPeacemag/status/1055792037667041282/photo/1","pic.twitter.com/G6AzCaSxhC","0","150","150","101","photo","0","0","0","111","134","","","","-1","1878462302","African Peace","AfricanPeacemag","Africa","Peace, Freedom, Development!","","","","","","http://t.co/Yc8yM55SyZ","http://www.africanpeacemag.org","africanpeacemag.org","0","22","False","http://pbs.twimg.com/profile_images/863838212275490817/V2U6Nc63_normal.jpg","https://pbs.twimg.com/profile_images/863838212275490817/V2U6Nc63_normal.jpg","False","http://t.co/Yc8yM55SyZ","False","152","ACDED6","333333","038543","F6F6F6","EEEEEE","True","False","False","676","Sep 18, 2013 3:23:17 AM","16","-1","http://abs.twimg.com/images/themes/theme18/bg.gif","https://abs.twimg.com/images/themes/theme18/bg.gif","https://pbs.twimg.com/profile_banners/1878462302/1494789970","False","en-gb","6654","False","False","False","1","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1100","619","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 26, 2018 8:01:38 AM","1055791559218741249","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/o8LNJazoBw","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/o8LNJazoBw","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","100","123","","","","","","","","","","","","","","","","","","","","-1","14084825","HeadOvMetal","headovmetal","Austin, Texas","Married, Metal Head, Tattoo Enthusiast, Vegan, Seamstress","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/282588769/1679017737_1afa621c8c_normal.jpg","https://pbs.twimg.com/profile_images/282588769/1679017737_1afa621c8c_normal.jpg","False","","False","3405","FFFFFF","333333","050505","EFEFEF","EEEEEE","False","False","False","4894","Mar 5, 2008 3:21:32 PM","84146","-1","http://abs.twimg.com/images/themes/theme14/bg.gif","https://abs.twimg.com/images/themes/theme14/bg.gif","https://pbs.twimg.com/profile_banners/14084825/1399891782","False","en","85271","False","False","False","200","False","-1"
"Oct 26, 2018 7:59:47 AM","1055791096691867648","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNNPolitics https://t.co/HpQH9d6d4n","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN Politics","CNNPolitics","13850422","87","99","https://t.co/HpQH9d6d4n","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","100","123","","","","","","","","","","","","","","","","","","","","-1","53995533","Idella Sherrod","zephbe","South Carolina, USA","retired, political junkie, like to read, cook, play lottery, spend time with family #Resist  #Persistence wins #anti-Trump Need more Dem women in Congress.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/958291761964597248/4453QpK8_normal.jpg","https://pbs.twimg.com/profile_images/958291761964597248/4453QpK8_normal.jpg","False","","False","2013","C0DEED","333333","0084B4","FFFFFF","FFFFFF","True","False","False","3603","Jul 5, 2009 4:20:37 PM","43476","-1","http://abs.twimg.com/images/themes/theme13/bg.gif","https://abs.twimg.com/images/themes/theme13/bg.gif","","False","en","75860","False","False","False","5","False","-1"
"Oct 26, 2018 7:49:40 AM","1055788549893746688","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation @CNN https://t.co/OqNnrH9NPj","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","CNN","CNN","759251","87","91","https://t.co/OqNnrH9NPj","https://cnn.it/2JfdsfP","cnn.it/2JfdsfP","92","115","","","","","","","","","","","","","","","","","","","","-1","290191353","#TheResistance","SalFan","","Nothing exceptional about me. I am as human as an occupied Palestinian is. Get out and RESIST. #NotMyPRUSSYdent","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/816029805552484352/ff1iLurS_normal.jpg","https://pbs.twimg.com/profile_images/816029805552484352/ff1iLurS_normal.jpg","False","","False","2419","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","2867","Apr 29, 2011 5:41:27 PM","48038","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/290191353/1483391644","False","en","70190","False","False","False","16","False","-1"
"Oct 26, 2018 7:37:54 AM","1055785586550804480","Judge waits to hear if sitting president can be sued before ruling on Trump Foundation - CNNPolitics https://t.co/mqKeseg5hT","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/mqKeseg5hT","https://www.cnn.com/2018/10/25/politics/trump-foundation-lawsuit-wait/index.html","cnn.com/2018/10/25/pol…","101","124","","","","","","","","","","","","","","","","","","","","-1","467016100","jeanettetodd","albertan48","Gunn ,Alberta","Retired,reviewing business opportunities using Twitter,Email, Marketing Tools and Multimedia. I also study and share world political news.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1052980888445669376/_43m0RpX_normal.jpg","https://pbs.twimg.com/profile_images/1052980888445669376/_43m0RpX_normal.jpg","False","","False","7629","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","8064","Jan 17, 2012 8:28:17 PM","853","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","71790","False","False","False","1234","False","-1"
